model,token,position,relative_position,seq_length,delta
ordinary_baseline,1,8,0.4,20,0.472320556640625
ordinary_baseline,c,9,0.45,20,0.2505159378051758
ordinary_baseline,c,10,0.5,20,0.2505159378051758
ordinary_baseline,c,11,0.55,20,0.2505159378051758
ordinary_baseline,c,12,0.6,20,0.2505159378051758
ordinary_baseline,(,13,0.65,20,0.06926631927490234
ordinary_baseline,C,14,0.7,20,0.1851029396057129
ordinary_baseline,#,15,0.75,20,0.22197389602661133
ordinary_baseline,C,16,0.8,20,0.30222511291503906
ordinary_baseline,),17,0.85,20,0.21274232864379883
ordinary_baseline,c,18,0.9,20,0.522303581237793
ordinary_baseline,1,19,0.95,20,0.09412002563476562
ordinary_baseline,[*],0,0.0,47,0.1113123893737793
ordinary_baseline,C,1,0.02127659574468085,47,0.12861394882202148
ordinary_baseline,C,2,0.0425531914893617,47,0.12861394882202148
ordinary_baseline,C,3,0.06382978723404255,47,0.12861394882202148
ordinary_baseline,C,4,0.0851063829787234,47,0.12861394882202148
ordinary_baseline,C,5,0.10638297872340426,47,0.12861394882202148
ordinary_baseline,C,6,0.1276595744680851,47,0.12861394882202148
ordinary_baseline,C,7,0.14893617021276595,47,0.12861394882202148
ordinary_baseline,C,8,0.1702127659574468,47,0.12861394882202148
ordinary_baseline,C,9,0.19148936170212766,47,0.12861394882202148
ordinary_baseline,C,10,0.2127659574468085,47,0.12861394882202148
ordinary_baseline,O,11,0.23404255319148937,47,0.1609025001525879
ordinary_baseline,C,12,0.2553191489361702,47,0.15871381759643555
ordinary_baseline,(,13,0.2765957446808511,47,0.30744314193725586
ordinary_baseline,=,14,0.2978723404255319,47,0.1865558624267578
ordinary_baseline,O,15,0.3191489361702128,47,0.4687209129333496
ordinary_baseline,),16,0.3404255319148936,47,0.4988400936126709
ordinary_baseline,c,17,0.3617021276595745,47,0.46042728424072266
ordinary_baseline,1,18,0.3829787234042553,47,0.2813282012939453
ordinary_baseline,c,19,0.40425531914893614,47,0.3148660659790039
ordinary_baseline,c,20,0.425531914893617,47,0.3148660659790039
ordinary_baseline,c,21,0.44680851063829785,47,0.3148660659790039
ordinary_baseline,(,22,0.46808510638297873,47,0.37573742866516113
ordinary_baseline,C,23,0.48936170212765956,47,0.09580183029174805
ordinary_baseline,=,24,0.5106382978723404,47,0.06365776062011719
ordinary_baseline,C,25,0.5319148936170213,47,0.1971743106842041
ordinary_baseline,c,26,0.5531914893617021,47,0.19594573974609375
ordinary_baseline,2,27,0.574468085106383,47,0.1231989860534668
ordinary_baseline,c,28,0.5957446808510638,47,0.13960695266723633
ordinary_baseline,c,29,0.6170212765957447,47,0.13960695266723633
ordinary_baseline,c,30,0.6382978723404256,47,0.13960695266723633
ordinary_baseline,(,31,0.6595744680851063,47,0.20184040069580078
ordinary_baseline,C,32,0.6808510638297872,47,0.1587357521057129
ordinary_baseline,(,33,0.7021276595744681,47,0.21975183486938477
ordinary_baseline,=,34,0.723404255319149,47,0.03353595733642578
ordinary_baseline,O,35,0.7446808510638298,47,0.32867980003356934
ordinary_baseline,),36,0.7659574468085106,47,0.20790672302246094
ordinary_baseline,O,37,0.7872340425531915,47,0.05501747131347656
ordinary_baseline,[*],38,0.8085106382978723,47,0.030255794525146484
ordinary_baseline,),39,0.8297872340425532,47,0.029308319091796875
ordinary_baseline,c,40,0.851063829787234,47,0.10684490203857422
ordinary_baseline,c,41,0.8723404255319149,47,0.10684490203857422
ordinary_baseline,2,42,0.8936170212765957,47,0.18716859817504883
ordinary_baseline,),43,0.9148936170212766,47,0.10988903045654297
ordinary_baseline,c,44,0.9361702127659575,47,0.05122852325439453
ordinary_baseline,c,45,0.9574468085106383,47,0.05122852325439453
ordinary_baseline,1,46,0.9787234042553191,47,0.05134010314941406
ordinary_baseline,[*],0,0.0,71,0.0066585540771484375
ordinary_baseline,c,1,0.014084507042253521,71,0.00742650032043457
ordinary_baseline,1,2,0.028169014084507043,71,0.010012388229370117
ordinary_baseline,c,3,0.04225352112676056,71,0.0873725414276123
ordinary_baseline,c,4,0.056338028169014086,71,0.0873725414276123
ordinary_baseline,c,5,0.07042253521126761,71,0.0873725414276123
ordinary_baseline,c,6,0.08450704225352113,71,0.0873725414276123
ordinary_baseline,(,7,0.09859154929577464,71,0.10519099235534668
ordinary_baseline,N,8,0.11267605633802817,71,0.06036806106567383
ordinary_baseline,2,9,0.1267605633802817,71,0.019263505935668945
ordinary_baseline,C,10,0.14084507042253522,71,0.023925304412841797
ordinary_baseline,(,11,0.15492957746478872,71,0.1777973175048828
ordinary_baseline,=,12,0.16901408450704225,71,0.0373234748840332
ordinary_baseline,O,13,0.18309859154929578,71,0.01678466796875
ordinary_baseline,),14,0.19718309859154928,71,0.0003552436828613281
ordinary_baseline,c,15,0.2112676056338028,71,0.02496480941772461
ordinary_baseline,3,16,0.22535211267605634,71,0.21317124366760254
ordinary_baseline,c,17,0.23943661971830985,71,0.10016512870788574
ordinary_baseline,c,18,0.2535211267605634,71,0.10016512870788574
ordinary_baseline,c,19,0.2676056338028169,71,0.10016512870788574
ordinary_baseline,(,20,0.28169014084507044,71,0.12160587310791016
ordinary_baseline,P,21,0.29577464788732394,71,0.17611217498779297
ordinary_baseline,(,22,0.30985915492957744,71,0.12352561950683594
ordinary_baseline,=,23,0.323943661971831,71,0.059458017349243164
ordinary_baseline,O,24,0.3380281690140845,71,0.09551668167114258
ordinary_baseline,),25,0.352112676056338,71,0.07198715209960938
ordinary_baseline,(,26,0.36619718309859156,71,0.08350753784179688
