source_id,model,best_drift,found,query_count,valid_rate,drift_at_Q5,drift_at_Q10,drift_at_Q20,drift_at_Q50
poly_660,D1,0.08225661516189575,True,50,1.0,0.04190659523010254,0.08225661516189575,0.08225661516189575,0.08225661516189575
poly_1826,D1,0.06908825039863586,True,50,1.0,0.06540778279304504,0.06540778279304504,0.06908825039863586,0.06908825039863586
poly_2932,D1,0.5834527611732483,True,50,1.0,0.058163732290267944,0.19346937537193298,0.28924670815467834,0.5834527611732483
poly_442,D1,0.6718107461929321,True,50,1.0,0.4030289053916931,0.4030289053916931,0.6718107461929321,0.6718107461929321
poly_449,D1,0.4613706171512604,True,50,1.0,0.2804948687553406,0.3526225984096527,0.38217923045158386,0.4613706171512604
poly_2437,D1,0.05714571475982666,True,50,1.0,0.054444849491119385,0.054444849491119385,0.054444849491119385,0.05714571475982666
poly_2772,D1,0.42875242233276367,True,50,1.0,0.24984872341156006,0.42875242233276367,0.42875242233276367,0.42875242233276367
poly_3030,D1,0.15459191799163818,True,50,1.0,0.05067259073257446,0.1214524507522583,0.1214524507522583,0.15459191799163818
poly_3779,D1,0.4770759344100952,True,50,1.0,0.2547582983970642,0.2762641906738281,0.4770759344100952,0.4770759344100952
poly_2836,D1,0.0937289297580719,True,50,1.0,0.06929206848144531,0.06929206848144531,0.06929206848144531,0.0937289297580719
poly_2367,D1,0.09481608867645264,True,50,1.0,0.08343389630317688,0.08343389630317688,0.09481608867645264,0.09481608867645264
poly_1211,D1,0.10567629337310791,True,50,1.0,0.04202646017074585,0.07128006219863892,0.10567629337310791,0.10567629337310791
poly_3019,D1,0.08568835258483887,True,50,1.0,0.02032819390296936,0.07986700534820557,0.08568835258483887,0.08568835258483887
