model,mae,rmse,r2,n,pred_std,pred_min,pred_max
D0,0.44110794859587316,0.6118140566499108,0.8190416303949466,631,1.3748923408922493,0.9093580948592179,8.838820898105297
D1,1.070153988049442,1.3319758995692774,0.14230573371718547,631,0.5033208506066225,1.3457349724350318,5.422150086965328
