source_id,model,strategy,budget,best_drift,oracle_drift,recovery_ratio,hit
poly_675,mixed_robust,metropolis_mcmc,5,0.20806360244750977,1.253645896911621,0.16596680367245498,0
poly_754,mixed_robust,metropolis_mcmc,5,0.13892078399658203,0.5325446128845215,0.26086224634612165,0
poly_2459,mixed_robust,metropolis_mcmc,5,1.9758720397949219,1.9758720397949219,1.0,1
poly_155,mixed_robust,metropolis_mcmc,5,0.4160177707672119,1.3630695343017578,0.30520656525444245,0
poly_2461,mixed_robust,metropolis_mcmc,5,1.382066249847412,1.3820664882659912,0.9999998274912378,1
poly_2368,mixed_robust,metropolis_mcmc,5,0.07415342330932617,1.5698003768920898,0.04723748598922879,0
poly_512,mixed_robust,metropolis_mcmc,5,0.0880436897277832,0.7300598621368408,0.12059790476644569,0
poly_1419,mixed_robust,metropolis_mcmc,5,0.37889528274536133,1.1718230247497559,0.3233383153793849,0
poly_2967,mixed_robust,metropolis_mcmc,5,0.5777802467346191,1.0829310417175293,0.533533738046939,0
poly_2076,mixed_robust,metropolis_mcmc,5,0.07183694839477539,1.4120697975158691,0.050873511012806766,0
poly_1298,mixed_robust,metropolis_mcmc,5,0.07833337783813477,0.4840052127838135,0.16184407888417365,0
poly_1468,mixed_robust,metropolis_mcmc,5,0.14720582962036133,1.0199294090270996,0.14432942938745094,0
poly_2730,mixed_robust,metropolis_mcmc,5,0.14179396629333496,1.9801347255706787,0.07160824183438814,0
poly_1609,mixed_robust,metropolis_mcmc,5,0.1159677505493164,0.6665081977844238,0.17399298453464057,0
poly_1809,mixed_robust,metropolis_mcmc,5,0.6355855464935303,1.070357322692871,0.5938068839427239,0
poly_3627,mixed_robust,metropolis_mcmc,5,0.44017648696899414,1.4142975807189941,0.31123328850298904,0
poly_660,mixed_robust,metropolis_mcmc,5,0.49671387672424316,0.783501148223877,0.633967005473121,0
poly_1826,mixed_robust,metropolis_mcmc,5,0.9690065383911133,1.0560078620910645,0.9176129962444838,0
poly_2932,mixed_robust,metropolis_mcmc,5,1.6060242652893066,2.0819385051727295,0.7714081185870866,0
poly_442,mixed_robust,metropolis_mcmc,5,0.08730411529541016,0.9119997024536133,0.09572822782784918,0
poly_449,mixed_robust,metropolis_mcmc,5,0.41941118240356445,0.543729305267334,0.7713602675826966,0
poly_2437,mixed_robust,metropolis_mcmc,5,0.04400491714477539,1.7109131813049316,0.025720134502214994,0
poly_2772,mixed_robust,metropolis_mcmc,5,0.4619607925415039,1.0057930946350098,0.4593000240363988,0
poly_3030,mixed_robust,metropolis_mcmc,5,1.0112075805664062,1.344794750213623,0.7519419453457667,0
poly_3779,mixed_robust,metropolis_mcmc,5,0.8659563064575195,1.0651602745056152,0.8129821653923824,0
poly_2836,mixed_robust,metropolis_mcmc,5,0.5034751892089844,0.8137202262878418,0.6187325482934318,0
poly_2367,mixed_robust,metropolis_mcmc,5,0.4524056911468506,1.0484952926635742,0.4314808986863157,0
poly_1211,mixed_robust,metropolis_mcmc,5,0.18396592140197754,0.4657716751098633,0.394970177949496,0
poly_3019,mixed_robust,metropolis_mcmc,5,0.522061824798584,1.018887996673584,0.5123839190401556,0
poly_3129,mixed_robust,metropolis_mcmc,5,1.270981788635254,1.3547296524047852,0.9381811244620872,0
poly_2068,mixed_robust,metropolis_mcmc,5,0.25393199920654297,1.6269512176513672,0.15607843459075182,0
poly_782,mixed_robust,metropolis_mcmc,5,0.02539348602294922,0.48745059967041016,0.052094481040989654,0
poly_45,mixed_robust,metropolis_mcmc,5,0.24814677238464355,1.14894437789917,0.21597805529835723,0
poly_3063,mixed_robust,metropolis_mcmc,5,1.171290397644043,1.298377513885498,0.902118517239923,0
poly_903,mixed_robust,metropolis_mcmc,5,0.9977648258209229,0.997765064239502,0.9999997610473771,1
poly_3763,mixed_robust,metropolis_mcmc,5,1.4497613906860352,1.6764450073242188,0.8647831478826769,0
poly_990,mixed_robust,metropolis_mcmc,5,0.04101920127868652,0.3455514907836914,0.11870648043120079,0
poly_1689,mixed_robust,metropolis_mcmc,5,0.2294144630432129,1.6448731422424316,0.13947243538213255,0
poly_2093,mixed_robust,metropolis_mcmc,5,0.23663043975830078,0.5100746154785156,0.4639133816457637,0
poly_3799,mixed_robust,metropolis_mcmc,5,0.5559988021850586,0.5559983253479004,1.0000008576233712,1
poly_930,mixed_robust,metropolis_mcmc,5,0.3952174186706543,1.4997057914733887,0.26352996762276437,0
poly_3620,mixed_robust,metropolis_mcmc,5,0.8259696960449219,1.5884900093078613,0.5199716027202552,0
poly_2098,mixed_robust,metropolis_mcmc,5,0.30195116996765137,1.3841173648834229,0.21815431091935125,0
poly_1493,mixed_robust,metropolis_mcmc,5,0.3827800750732422,0.9373188018798828,0.4083776771633515,0
poly_1294,mixed_robust,metropolis_mcmc,5,0.1629014015197754,1.7655401229858398,0.09226717614566605,0
poly_2531,mixed_robust,metropolis_mcmc,5,0.2121267318725586,1.7408580780029297,0.121851823852238,0
poly_514,mixed_robust,metropolis_mcmc,5,0.6138839721679688,0.6138842105865479,0.9999996116228843,1
poly_244,mixed_robust,metropolis_mcmc,5,1.1607789993286133,1.756368637084961,0.6608971344735205,0
poly_466,mixed_robust,metropolis_mcmc,5,0.37722134590148926,0.6477854251861572,0.5823245340740498,0
poly_1171,mixed_robust,metropolis_mcmc,5,0.2572004795074463,0.5409440994262695,0.47546591187561815,0
poly_3842,mixed_robust,metropolis_mcmc,5,0.6446285247802734,1.2236480712890625,0.5268087613632112,0
poly_3552,mixed_robust,metropolis_mcmc,5,1.022672176361084,1.4743075370788574,0.693662720050507,0
poly_1117,mixed_robust,metropolis_mcmc,5,0.08010196685791016,0.7504987716674805,0.10673164285124308,0
poly_3629,mixed_robust,metropolis_mcmc,5,0.22212743759155273,0.7709383964538574,0.2881260534087922,0
poly_2356,mixed_robust,metropolis_mcmc,5,0.338834285736084,1.180574893951416,0.2870078700403297,0
poly_1461,mixed_robust,metropolis_mcmc,5,0.13190460205078125,0.9309794902801514,0.14168368200151044,0
poly_483,mixed_robust,metropolis_mcmc,5,0.3902411460876465,2.872988224029541,0.13583109837474708,0
poly_1700,mixed_robust,metropolis_mcmc,5,0.35149574279785156,0.8048481941223145,0.43672303095760445,0
poly_3290,mixed_robust,metropolis_mcmc,5,0.18530988693237305,1.0470232963562012,0.17698735794827047,0
poly_2156,mixed_robust,metropolis_mcmc,5,0.35428452491760254,1.1633961200714111,0.30452613585805666,0
poly_3385,mixed_robust,metropolis_mcmc,5,0.09227991104125977,1.3133349418640137,0.07026380559881173,0
poly_967,mixed_robust,metropolis_mcmc,5,0.4512631893157959,1.2815966606140137,0.35211014758699155,0
poly_3072,mixed_robust,metropolis_mcmc,5,0.8925032615661621,0.8925032615661621,1.0,1
poly_3316,mixed_robust,metropolis_mcmc,5,0.6534056663513184,0.6870450973510742,0.9510375212202898,0
poly_259,mixed_robust,metropolis_mcmc,5,0.4965047836303711,0.5915954113006592,0.8392640885073374,0
poly_231,mixed_robust,metropolis_mcmc,5,0.2519216537475586,0.9480516910552979,0.2657256520128548,0
poly_2052,mixed_robust,metropolis_mcmc,5,0.1814861297607422,0.9539015293121338,0.19025667134805133,0
poly_128,mixed_robust,metropolis_mcmc,5,0.28490543365478516,0.5987436771392822,0.47583873455837644,0
poly_2200,mixed_robust,metropolis_mcmc,5,0.267559289932251,0.9083309173583984,0.29456146963527896,0
poly_32,mixed_robust,metropolis_mcmc,5,0.39107322692871094,1.8391814231872559,0.21263439375708282,0
poly_2124,mixed_robust,metropolis_mcmc,5,0.4610166549682617,0.7076668739318848,0.6514599904991965,0
poly_1654,mixed_robust,metropolis_mcmc,5,0.2789943218231201,0.9694957733154297,0.2877726025241248,0
poly_189,mixed_robust,metropolis_mcmc,5,0.30014777183532715,0.6293575763702393,0.476911350724339,0
poly_769,mixed_robust,metropolis_mcmc,5,0.06540274620056152,0.19879889488220215,0.32898948577815673,0
poly_3655,ordinary_baseline,random,10,0.41614389419555664,1.0317554473876953,0.40333578586785523,0
poly_2369,ordinary_baseline,random,10,0.09667778015136719,1.623910665512085,0.05953392769969939,0
poly_1215,ordinary_baseline,random,10,0.28850793838500977,1.1054532527923584,0.2609861047097587,0
poly_4015,ordinary_baseline,random,10,0.8734593391418457,1.128633975982666,0.773908421799328,0
poly_517,ordinary_baseline,random,10,0.5370955467224121,0.9864025115966797,0.5444993705997575,0
poly_1159,ordinary_baseline,random,10,0.2451775074005127,0.7617545127868652,0.32185894968122364,0
poly_2493,ordinary_baseline,random,10,0.2050619125366211,2.248424768447876,0.09120247891512895,0
poly_2226,ordinary_baseline,random,10,0.3461570739746094,1.6637754440307617,0.2080551646657247,0
poly_17,ordinary_baseline,random,10,1.1214792728424072,3.5236318111419678,0.3182736826521466,0
poly_956,ordinary_baseline,random,10,0.3203470706939697,1.9090721607208252,0.1678024944709337,0
poly_898,ordinary_baseline,random,10,0.6299433708190918,1.0153427124023438,0.620424378019732,0
poly_1667,ordinary_baseline,random,10,1.584895133972168,1.584895133972168,1.0,1
poly_3362,ordinary_baseline,random,10,0.9193897247314453,1.05812406539917,0.8688865084876526,0
poly_3703,ordinary_baseline,random,10,1.340282917022705,1.7056069374084473,0.7858099586878868,0
poly_793,ordinary_baseline,random,10,0.054450035095214844,1.0044810771942139,0.05420712876673441,0
poly_3189,ordinary_baseline,random,10,0.41190433502197266,0.6629328727722168,0.6213364157060026,0
poly_2734,ordinary_baseline,random,10,0.5558114051818848,2.4614920616149902,0.2258026397278794,0
poly_1549,ordinary_baseline,random,10,0.4075956344604492,3.273710012435913,0.1245057237544275,0
poly_3746,ordinary_baseline,random,10,0.6214590072631836,1.5081837177276611,0.4120578945113655,0
poly_2736,ordinary_baseline,random,10,0.5982532501220703,0.6674542427062988,0.8963209937753304,0
poly_1005,ordinary_baseline,random,10,0.44179844856262207,1.3688099384307861,0.3227609883291051,0
poly_367,ordinary_baseline,random,10,0.5664517879486084,1.9158859252929688,0.29566049860822957,0
poly_2223,ordinary_baseline,random,10,1.5108237266540527,1.5108239650726318,0.9999998421930122,1
poly_3386,ordinary_baseline,random,10,1.347743034362793,1.347743034362793,1.0,1
poly_1160,ordinary_baseline,random,10,0.6523647308349609,1.3397412300109863,0.48693338401596503,0
poly_1072,ordinary_baseline,random,10,0.7542724609375,1.1312944889068604,0.6667339656770832,0
poly_675,ordinary_baseline,random,10,1.1353981494903564,1.84855055809021,0.614209951965484,0
poly_754,ordinary_baseline,random,10,0.47708797454833984,1.2394781112670898,0.3849103668806413,0
poly_2459,ordinary_baseline,random,10,0.20080804824829102,1.039024829864502,0.19326588015656773,0
poly_155,ordinary_baseline,random,10,0.11857318878173828,1.4953334331512451,0.07929548430670662,0
poly_2461,ordinary_baseline,random,10,0.36763525009155273,2.4917051792144775,0.1475436392548863,0
poly_2368,ordinary_baseline,random,10,0.1581416130065918,1.811194896697998,0.0873134157427789,0
poly_512,ordinary_baseline,random,10,0.5612287521362305,0.7956597805023193,0.7053627264933677,0
poly_1419,ordinary_baseline,random,10,0.8192300796508789,0.9975557327270508,0.8212374033592317,0
poly_2967,ordinary_baseline,random,10,0.505284309387207,0.8863186836242676,0.5700932618514105,0
poly_2076,ordinary_baseline,random,10,1.5935158729553223,2.2895259857177734,0.6960025275518985,0
poly_1298,ordinary_baseline,random,10,0.3633112907409668,1.7785420417785645,0.20427478361863796,0
poly_1468,ordinary_baseline,random,10,1.5523581504821777,1.5610723495483398,0.9944178121733542,0
poly_2730,ordinary_baseline,random,10,0.002368927001953125,1.0613441467285156,0.0022320064695839697,0
poly_1609,ordinary_baseline,random,10,0.508155345916748,0.9203801155090332,0.5521146506253054,0
poly_1809,ordinary_baseline,random,10,0.7300658226013184,0.9988312721252441,0.7309200692604816,0
poly_3627,ordinary_baseline,random,10,0.41184377670288086,1.3088321685791016,0.31466507822006545,0
poly_660,ordinary_baseline,random,10,2.2220094203948975,2.2220091819763184,1.000000107298647,1
poly_1826,ordinary_baseline,random,10,0.5967745780944824,0.8392295837402344,0.7110981186278119,0
poly_2932,ordinary_baseline,random,10,2.1590747833251953,2.1590752601623535,0.9999997791475049,1
poly_442,ordinary_baseline,random,10,0.39182257652282715,0.6484041213989258,0.6042876095196212,0
poly_449,ordinary_baseline,random,10,0.6800236701965332,0.7699258327484131,0.8832326975821099,0
poly_2437,ordinary_baseline,random,10,0.18379497528076172,1.8300137519836426,0.10043365798838245,0
poly_2772,ordinary_baseline,random,10,0.9117488861083984,1.166825771331787,0.781392482502122,0
poly_3030,ordinary_baseline,random,10,0.6416139602661133,0.8727903366088867,0.7351295418313416,0
poly_3779,ordinary_baseline,random,10,1.1499409675598145,1.1499414443969727,0.9999995853378791,1
poly_2836,ordinary_baseline,random,10,0.35543012619018555,1.032792091369629,0.34414489533787457,0
poly_2367,ordinary_baseline,random,10,1.6104309558868408,1.7169358730316162,0.9379680284990969,0
poly_1211,ordinary_baseline,random,10,2.208420753479004,2.208420991897583,0.9999998920411552,1
poly_3019,ordinary_baseline,random,10,0.8695745468139648,0.8695745468139648,1.0,1
poly_3129,ordinary_baseline,random,10,0.50244140625,1.1890311241149902,0.4225637126395434,0
poly_2068,ordinary_baseline,random,10,0.1690659523010254,1.4979538917541504,0.11286459031328656,0
poly_782,ordinary_baseline,random,10,0.2692685127258301,0.7843387126922607,0.34330641643526644,0
poly_45,ordinary_baseline,random,10,0.5403268337249756,1.4374184608459473,0.3759008586873048,0
poly_3063,ordinary_baseline,random,10,0.8571991920471191,1.1043891906738281,0.7761749202960875,0
poly_903,ordinary_baseline,random,10,0.7673678398132324,0.7673673629760742,1.000000621393587,1
poly_3763,ordinary_baseline,random,10,0.5879254341125488,2.0192179679870605,0.291164918019547,0
poly_990,ordinary_baseline,random,10,0.15059304237365723,1.687851905822754,0.08922171539703284,0
poly_1689,ordinary_baseline,random,10,1.8422174453735352,1.8422179222106934,0.9999997411613727,1
poly_2093,ordinary_baseline,random,10,0.32996225357055664,0.897301197052002,0.3677274193488389,0
poly_3799,ordinary_baseline,random,10,0.7678103446960449,1.1011090278625488,0.6973063749976723,0
poly_930,ordinary_baseline,random,10,1.590409278869629,1.6870548725128174,0.9427134260907366,0
poly_3620,ordinary_baseline,random,10,1.221214771270752,1.6385364532470703,0.7453082712018299,0
poly_2098,ordinary_baseline,random,10,0.17915773391723633,1.1938190460205078,0.15007109705146948,0
poly_1493,ordinary_baseline,random,10,0.2842888832092285,2.0398173332214355,0.13936977521426283,0
poly_1294,ordinary_baseline,random,10,0.4056816101074219,2.4395828247070312,0.16629138637920196,0
poly_2531,ordinary_baseline,random,10,0.791642427444458,1.4040453433990479,0.5638296734263396,0
poly_514,ordinary_baseline,random,10,0.17867445945739746,0.9305727481842041,0.19200482692625487,0
poly_244,ordinary_baseline,random,10,1.1803441047668457,1.5426135063171387,0.7651586738565637,0
poly_466,ordinary_baseline,random,10,1.9077980518341064,1.9077987670898438,0.9999996250884792,1
poly_1171,ordinary_baseline,random,10,1.0635874271392822,2.111030340194702,0.5038238470041063,0
poly_3842,ordinary_baseline,random,10,0.6027507781982422,0.8810529708862305,0.6841254704492391,0
poly_3552,ordinary_baseline,random,10,1.1986351013183594,1.1986351013183594,1.0,1
poly_1117,ordinary_baseline,random,10,0.2629859447479248,0.3123049736022949,0.8420805525909572,0
poly_3629,ordinary_baseline,random,10,0.491610050201416,1.3837828636169434,0.35526531157962277,0
poly_2356,ordinary_baseline,random,10,0.7141623497009277,1.2538931369781494,0.5695559921653618,0
poly_1461,ordinary_baseline,random,10,0.8219404220581055,0.8219404220581055,1.0,1
poly_483,ordinary_baseline,random,10,0.28356504440307617,0.8581013679504395,0.3304563481589203,0
poly_1700,ordinary_baseline,random,10,0.8846688270568848,1.3227205276489258,0.6688252042397365,0
poly_3290,ordinary_baseline,random,10,0.3066387176513672,1.2184576988220215,0.25166135676915075,0
poly_2156,ordinary_baseline,random,10,2.790864944458008,2.790864944458008,1.0,1
poly_3385,ordinary_baseline,random,10,0.7350659370422363,1.169081687927246,0.628754983191543,0
poly_967,ordinary_baseline,random,10,0.7991020679473877,1.1733856201171875,0.6810225506833639,0
poly_3072,ordinary_baseline,random,10,0.670905590057373,1.2104525566101074,0.5542601289027431,0
poly_3316,ordinary_baseline,random,10,0.31682538986206055,0.7624101638793945,0.41555766813226674,0
poly_259,ordinary_baseline,random,10,0.17240548133850098,1.240156650543213,0.1390191160632683,0
poly_231,ordinary_baseline,random,10,0.897864580154419,1.2704389095306396,0.7067357378767096,0
poly_2052,ordinary_baseline,random,10,0.1525115966796875,2.381235122680664,0.0640472648950341,0
poly_128,ordinary_baseline,random,10,0.3108787536621094,0.3279879093170166,0.9478360172162006,0
poly_2200,ordinary_baseline,random,10,0.42440247535705566,1.1388933658599854,0.37264461105767066,0
poly_32,ordinary_baseline,random,10,0.7397365570068359,2.417356252670288,0.30601056678745614,0
poly_2124,ordinary_baseline,random,10,0.5554060935974121,1.0619773864746094,0.5229923919954309,0
poly_1654,ordinary_baseline,random,10,0.1552572250366211,0.9427571296691895,0.164684222638656,0
poly_189,ordinary_baseline,random,10,0.47075390815734863,1.3062794208526611,0.36037765017385687,0
poly_769,ordinary_baseline,random,10,0.19360113143920898,0.9208202362060547,0.2102485629951841,0
poly_3655,mixed_robust,random,10,0.32372283935546875,0.8299360275268555,0.39005758108867444,0
poly_2369,mixed_robust,random,10,0.22901391983032227,1.5326848030090332,0.1494201021506263,0
poly_1215,mixed_robust,random,10,0.40032219886779785,0.7808072566986084,0.5127029691814483,0
poly_4015,mixed_robust,random,10,1.092318058013916,1.2188081741333008,0.8962181918337294,0
poly_517,mixed_robust,random,10,0.4139900207519531,0.6314969062805176,0.6555693569273867,0
poly_1159,mixed_robust,random,10,0.07876062393188477,0.165388822555542,0.476214914133238,0
poly_2493,mixed_robust,random,10,0.22097063064575195,2.224945306777954,0.09931508427312746,0
poly_2226,mixed_robust,random,10,0.7228908538818359,1.061443567276001,0.681045018471403,0
poly_17,mixed_robust,random,10,2.2303900718688965,2.9465532302856445,0.7569488475362375,0
poly_956,mixed_robust,random,10,0.542996883392334,1.301151990890503,0.4173201034113695,0
poly_898,mixed_robust,random,10,0.432542085647583,0.6012089252471924,0.7194538661742912,0
poly_1667,mixed_robust,random,10,0.34473752975463867,0.8759558200836182,0.3935558413456631,0
poly_3362,mixed_robust,random,10,0.6947665214538574,0.9646973609924316,0.7201911703574237,0
poly_3703,mixed_robust,random,10,1.766150951385498,2.0321717262268066,0.8690953272264853,0
poly_793,mixed_robust,random,10,0.15181708335876465,0.3988981246948242,0.38059111828342596,0
poly_3189,mixed_robust,random,10,0.8132843971252441,1.1342229843139648,0.7170410125458351,0
poly_2734,mixed_robust,random,10,0.3685894012451172,2.808436393737793,0.1312436350942439,0
poly_1549,mixed_robust,random,10,0.2908906936645508,1.0073580741882324,0.2887659325101073,0
poly_3746,mixed_robust,random,10,0.44159460067749023,0.5850796699523926,0.7547597760719021,0
poly_2736,mixed_robust,random,10,0.0633082389831543,0.6163196563720703,0.1027198115922743,0
poly_1005,mixed_robust,random,10,0.5554754734039307,0.8185403347015381,0.6786171063964392,0
poly_367,mixed_robust,random,10,2.0614430904388428,2.0614423751831055,1.0000003469685819,1
poly_2223,mixed_robust,random,10,1.8539447784423828,1.853945255279541,0.9999997427986846,1
poly_3386,mixed_robust,random,10,0.8759627342224121,1.343757152557373,0.6518757742463529,0
poly_1160,mixed_robust,random,10,1.450294017791748,1.450294017791748,1.0,1
poly_1072,mixed_robust,random,10,0.6259422302246094,0.6259419918060303,1.0000003808956457,1
poly_675,mixed_robust,random,10,0.8683509826660156,1.253645896911621,0.6926604911364634,0
poly_754,mixed_robust,random,10,0.4791245460510254,0.5325446128845215,0.8996890297243888,0
poly_2459,mixed_robust,random,10,0.49903392791748047,1.9758720397949219,0.25256388969868504,0
poly_155,mixed_robust,random,10,0.8601481914520264,1.3630695343017578,0.6310376468744446,0
poly_2461,mixed_robust,random,10,0.15920162200927734,1.3820664882659912,0.11519100083891011,0
poly_2368,mixed_robust,random,10,0.5084629058837891,1.5698003768920898,0.32390290725401033,0
poly_512,mixed_robust,random,10,0.10557270050048828,0.7300598621368408,0.14460827936969908,0
poly_1419,mixed_robust,random,10,0.44377708435058594,1.1718230247497559,0.3787065751207227,0
poly_2967,mixed_robust,random,10,1.0829310417175293,1.0829310417175293,1.0,1
poly_2076,mixed_robust,random,10,0.17160415649414062,1.4120697975158691,0.12152668146859937,0
poly_1298,mixed_robust,random,10,0.3109931945800781,0.4840052127838135,0.6425410023816971,0
poly_1468,mixed_robust,random,10,0.52541184425354,1.0199294090270996,0.5151453028055394,0
poly_2730,mixed_robust,random,10,0.5802633762359619,1.9801347255706787,0.2930423716844463,0
poly_1609,mixed_robust,random,10,0.0959634780883789,0.6665081977844238,0.14397944152431483,0
poly_1809,mixed_robust,random,10,0.6355855464935303,1.070357322692871,0.5938068839427239,0
poly_3627,mixed_robust,random,10,1.3959565162658691,1.4142975807189941,0.9870316793981923,0
poly_660,mixed_robust,random,10,0.783501148223877,0.783501148223877,1.0,1
poly_1826,mixed_robust,random,10,0.9690065383911133,1.0560078620910645,0.9176129962444838,0
poly_2932,mixed_robust,random,10,1.7362332344055176,2.0819385051727295,0.8339502968467696,0
poly_442,mixed_robust,random,10,0.07603716850280762,0.9119997024536133,0.08337411547201143,0
poly_449,mixed_robust,random,10,0.4644947052001953,0.543729305267334,0.8542756491151758,0
poly_2437,mixed_robust,random,10,0.13283634185791016,1.7109131813049316,0.0776406093011654,0
poly_2772,mixed_robust,random,10,0.4619607925415039,1.0057930946350098,0.4593000240363988,0
poly_3030,mixed_robust,random,10,0.7300887107849121,1.344794750213623,0.542899732965894,0
poly_3779,mixed_robust,random,10,0.7663402557373047,1.0651602745056152,0.7194600419105892,0
poly_2836,mixed_robust,random,10,0.7719330787658691,0.8137202262878418,0.9486467877139986,0
poly_2367,mixed_robust,random,10,1.0484960079193115,1.0484952926635742,1.000000682173532,1
poly_1211,mixed_robust,random,10,0.18396592140197754,0.4657716751098633,0.394970177949496,0
poly_3019,mixed_robust,random,10,1.0188875198364258,1.018887996673584,0.9999995320023793,1
poly_3129,mixed_robust,random,10,0.7791295051574707,1.3547296524047852,0.5751180715461829,0
poly_2068,mixed_robust,random,10,0.8600702285766602,1.6269512176513672,0.5286392236260407,0
poly_782,mixed_robust,random,10,0.07647824287414551,0.48745059967041016,0.15689434565442384,0
poly_45,mixed_robust,random,10,1.0363385677337646,1.14894437789917,0.9019919394433145,0
poly_3063,mixed_robust,random,10,1.298377513885498,1.298377513885498,1.0,1
poly_903,mixed_robust,random,10,0.6046040058135986,0.997765064239502,0.6059582836511005,0
poly_3763,mixed_robust,random,10,1.0034751892089844,1.6764450073242188,0.5985732814526589,0
poly_990,mixed_robust,random,10,0.2434861660003662,0.3455514907836914,0.7046306339126283,0
poly_1689,mixed_robust,random,10,0.12743520736694336,1.6448731422424316,0.07747418575587707,0
poly_2093,mixed_robust,random,10,0.5100741386413574,0.5100746154785156,0.9999990651619514,1
poly_3799,mixed_robust,random,10,0.32169437408447266,0.5559983253479004,0.5785887464376469,0
poly_930,mixed_robust,random,10,0.5501041412353516,1.4997057914733887,0.36680803952547303,0
poly_3620,mixed_robust,random,10,0.7583565711975098,1.5884900093078613,0.477407202282589,0
poly_2098,mixed_robust,random,10,0.9313733577728271,1.3841173648834229,0.6729005656621265,0
poly_1493,mixed_robust,random,10,0.1724553108215332,0.9373188018798828,0.18398789235386884,0
poly_1294,mixed_robust,random,10,0.245941162109375,1.7655401229858398,0.13930080597287425,0
poly_2531,mixed_robust,random,10,0.30724143981933594,1.7408580780029297,0.17648850512374673,0
poly_514,mixed_robust,random,10,0.33263421058654785,0.6138842105865479,0.5418517121799336,0
poly_244,mixed_robust,random,10,1.1106433868408203,1.756368637084961,0.63235209476534,0
poly_466,mixed_robust,random,10,0.403472900390625,0.6477854251861572,0.6228496114661379,0
poly_1171,mixed_robust,random,10,0.2480463981628418,0.5409440994262695,0.45854349539244843,0
poly_3842,mixed_robust,random,10,1.0074357986450195,1.2236480712890625,0.8233051824972254,0
poly_3552,mixed_robust,random,10,1.022672176361084,1.4743075370788574,0.693662720050507,0
poly_1117,mixed_robust,random,10,0.5850365161895752,0.7504987716674805,0.7795302780972229,0
poly_3629,mixed_robust,random,10,0.7581748962402344,0.7709383964538574,0.9834442021926366,0
poly_2356,mixed_robust,random,10,0.2958369255065918,1.180574893951416,0.2505871732681165,0
poly_1461,mixed_robust,random,10,0.9309797286987305,0.9309794902801514,1.000000256094341,1
poly_483,mixed_robust,random,10,0.45235490798950195,2.872988224029541,0.15745101361920885,0
poly_1700,mixed_robust,random,10,0.4920821189880371,0.8048481941223145,0.6113974319401335,0
poly_3290,mixed_robust,random,10,0.916358470916748,1.0470232963562012,0.8752035165844099,0
poly_2156,mixed_robust,random,10,0.4378483295440674,1.1633961200714111,0.37635360990991745,0
poly_3385,mixed_robust,random,10,0.14023399353027344,1.3133349418640137,0.10677702165697321,0
poly_967,mixed_robust,random,10,1.2815971374511719,1.2815966606140137,1.0000003720649193,1
poly_3072,mixed_robust,random,10,0.5703034400939941,0.8925032615661621,0.6389931159391253,0
poly_3316,mixed_robust,random,10,0.6164078712463379,0.6870450973510742,0.8971869148370601,0
poly_259,mixed_robust,random,10,0.4553711414337158,0.5915954113006592,0.7697340661120987,0
poly_231,mixed_robust,random,10,0.7272751331329346,0.9480516910552979,0.7671260333108927,0
poly_2052,mixed_robust,random,10,0.5760550498962402,0.9539015293121338,0.6038936223444764,0
poly_128,mixed_robust,random,10,0.32203054428100586,0.5987436771392822,0.5378437494649213,0
poly_2200,mixed_robust,random,10,0.4296112060546875,0.9083309173583984,0.4729677233756171,0
poly_32,mixed_robust,random,10,1.805485725402832,1.8391814231872559,0.9816789701333379,0
poly_2124,mixed_robust,random,10,0.41287946701049805,0.7076668739318848,0.5834376063365643,0
poly_1654,mixed_robust,random,10,0.17081427574157715,0.9694957733154297,0.1761887781701571,0
poly_189,mixed_robust,random,10,0.5740315914154053,0.6293575763702393,0.9120913340331558,0
poly_769,mixed_robust,random,10,0.1948397159576416,0.19879889488220215,0.9800845023464212,0
poly_3655,ordinary_baseline,greedy,10,0.23981618881225586,1.0317554473876953,0.23243510797005937,0
poly_2369,ordinary_baseline,greedy,10,0.4678497314453125,1.623910665512085,0.2881006581096507,0
poly_1215,ordinary_baseline,greedy,10,0.24759626388549805,1.1054532527923584,0.22397714535650745,0
poly_4015,ordinary_baseline,greedy,10,0.43146276473999023,1.128633975982666,0.3822875918335962,0
poly_517,ordinary_baseline,greedy,10,0.33475542068481445,0.9864025115966797,0.339370000328719,0
poly_1159,ordinary_baseline,greedy,10,0.2451775074005127,0.7617545127868652,0.32185894968122364,0
poly_2493,ordinary_baseline,greedy,10,0.12778425216674805,2.248424768447876,0.056832789764613555,0
poly_2226,ordinary_baseline,greedy,10,0.007428169250488281,1.6637754440307617,0.004464646522545347,0
poly_17,ordinary_baseline,greedy,10,1.0829708576202393,3.5236318111419678,0.30734506772126713,0
poly_956,ordinary_baseline,greedy,10,0.5333302021026611,1.9090721607208252,0.2793661827331278,0
poly_898,ordinary_baseline,greedy,10,0.09969305992126465,1.0153427124023438,0.09818661098712833,0
poly_1667,ordinary_baseline,greedy,10,0.15059614181518555,1.584895133972168,0.0950196253286182,0
poly_3362,ordinary_baseline,greedy,10,0.5755085945129395,1.05812406539917,0.543895194648874,0
poly_3703,ordinary_baseline,greedy,10,0.4013042449951172,1.7056069374084473,0.23528530295782654,0
poly_793,ordinary_baseline,greedy,10,0.35501694679260254,1.0044810771942139,0.35343318540580226,0
poly_3189,ordinary_baseline,greedy,10,0.059187889099121094,0.6629328727722168,0.08928187382172252,0
