seed,mean_drift,std_drift
42,1.1557921075820923,0.6415741057487861
100,1.1335994863510133,0.631144506935337
2026,1.1683250403404235,0.5923772913853417
9999,1.1186747932434082,0.5919458107459746
12345,1.1321448802947998,0.6352590570163377
