variant,val_mae,val_r2,pred_std,drift_tot,drift_enc,drift_head
A_FailedOriginal,0.6869530364292957,0.6126298910907553,1.1478972745050884,0.3306836493070306,0.3221949858443608,0.0744450603852755
B_CleanRandom,0.6857478515426438,0.6136433896097129,1.1479909881570776,0.33031050046515825,0.3217714328980018,0.07462018284827525
C_CleanLowAdv,0.6823717481591991,0.6168356482948919,1.1515377882462823,0.32540381189814904,0.3170363894574805,0.07331826892126325
D_Curriculum,0.6813998719405856,0.6177322541853716,1.151530935967413,0.3245959859738609,0.31626848948555053,0.07305338232327852
E_FrozenEncoder,0.4692416233292966,0.8014633857530475,1.3334341718001554,0.07451814164696335,0.0,0.07451814164696335
