model,val_mae,val_r2,std,range
A_BaselineSeq,1.5297093391418457,-0.5901005268096924,0.5640223026275635,3.4800095558166504
B_AugmentedSeq,0.5627742409706116,0.7017457485198975,1.2382725477218628,4.544161796569824
C_GraphMPNN,0.6894782781600952,0.5853481292724609,1.11530339717865,3.7006397247314453
