row_index,model,n_representations,prediction_mean,prediction_std,prediction_range,max_pairwise_prediction_drift,length_prediction_correlation,embedding_mean_feature_variance,embedding_mean_pairwise_distance,embedding_max_pairwise_distance,representation_invariance_score
3446,clean_transformer,9,4.631066772672865,0.4717454399777198,1.4506008625030518,1.4506008625030518,0.3013026445645008,0.049463415944035305,2.5906815134929118,3.688358288559398,0.5075481276638313
3446,defended_transformer,9,4.8185995949639215,0.31162481900763006,1.0277462005615234,1.0277462005615234,0.5109354076592397,0.008503700191036445,1.0456022043802689,1.859013782550012,0.6094103575237205
3465,clean_transformer,11,4.187463370236483,0.4919313971737371,1.8124995231628418,1.8124995231628418,-0.4302992780886074,0.03315509915757138,2.051013288905771,3.337146794756459,0.497073796521092
3465,defended_transformer,11,3.6539365378293125,0.5449785782448605,1.7350115776062012,1.7350115776062012,-0.3527736130049578,0.017136599031647853,1.425403259174202,2.689790670543426,0.4715028751040866
3301,clean_transformer,11,2.1528718905015425,0.5321001055737019,1.7335796356201172,1.7335796356201172,0.831919375200578,0.06881818641682966,2.7281645424796634,6.20611894287731,0.4774659458261764
3301,defended_transformer,11,2.8363223292610864,0.3988967179960076,1.5933477878570557,1.5933477878570557,0.03897386603080693,0.013149703959486888,1.2187208408395258,2.9139859010288944,0.549322028808412
3501,clean_transformer,11,4.833380070599643,0.5502812151229577,2.2109110355377197,2.2109110355377197,0.3291315497121387,0.02928374091228675,1.7946663329917938,4.5590894358191205,0.4690906829948629
3501,defended_transformer,11,4.6126298687674785,0.4438879373416736,1.4477176666259766,1.4477176666259766,0.3605830037316742,0.010776143841357798,1.1016209024908754,2.5435199246556177,0.5227498277764071
3331,clean_transformer,11,3.758144183592363,0.5606806382007903,1.9585239887237549,1.9585239887237549,0.6338072682045166,0.03491822296408918,2.029239340026783,4.762415334065498,0.4644308965901614
3331,defended_transformer,11,3.298770947889848,0.4047654590248157,1.1998534202575684,1.1998534202575684,0.469982859017342,0.009470759867295815,1.0803945407261304,1.9311857798388536,0.5457037026344719
3021,clean_transformer,11,3.4489888928153296,0.28720300484693495,1.0616116523742676,1.0616116523742676,0.23174423565218497,0.02049148790044893,1.5745742602960822,3.313692000064303,0.6286535890354771
3021,defended_transformer,11,3.3184667500582608,0.31169978367951573,1.095383882522583,1.095383882522583,0.41479595163735344,0.008826296471293585,1.0357572269303723,2.07148599351993,0.6093531024004007
3081,clean_transformer,11,5.85216743295843,0.5878271480230524,1.8373169898986816,1.8373169898986816,0.14778593429725367,0.03152761133422427,2.01672624870567,3.5775034950721833,0.4526922766415443
3081,defended_transformer,11,5.808330882679332,0.40433534077160754,1.4935274124145508,1.4935274124145508,0.30892545887659384,0.009071625455282766,1.0370971372032982,2.342649095542809,0.5459672691490562
3434,clean_transformer,11,5.751471129330722,0.2760134264865321,1.0399999618530273,1.0399999618530273,-0.3625181702179704,0.008415113493608265,1.0381584395862296,1.8706587955477463,0.6378823750459335
3434,defended_transformer,11,5.885651501742276,0.15827155736634127,0.6089282035827637,0.6089282035827637,-0.6943675123924022,0.0026299602818633003,0.5798071060241403,1.0402153010779316,0.7544191783207851
3110,clean_transformer,11,1.8701527118682861,0.5554775690107582,1.7377519607543945,1.7377519607543945,0.2760692348858087,0.047176914861552066,2.385793972154705,5.531200347830068,0.466750664315311
3110,defended_transformer,11,3.2617250139063056,0.48894359548509325,1.5176582336425781,1.5176582336425781,0.08557849150747426,0.01737304327197208,1.4379785078697807,2.8381226316848758,0.4985968002875138
3010,clean_transformer,11,5.18302618373524,0.4006377216958758,1.1227993965148926,1.1227993965148926,-0.12635387754844704,0.013322460942742897,1.2970113495478583,2.220493969078331,0.5482436306031994
3010,defended_transformer,11,5.279348936947909,0.2852223556619646,1.0955100059509277,1.0955100059509277,-0.5914152795813485,0.0055663898391913515,0.8216413366699663,1.7839806449875493,0.6302676607800713
2952,clean_transformer,11,4.324268622831865,0.41056166978245195,1.3503613471984863,1.3503613471984863,0.3942446234669591,0.017909549595870766,1.5093119217992708,2.888265545870737,0.5421765790713163
2952,defended_transformer,11,4.5716939839449795,0.3274558035118692,1.1779437065124512,1.1779437065124512,0.07544769030376128,0.006277841488437829,0.8482612326665449,2.0181368628941923,0.5975533982620571
3044,clean_transformer,11,2.991674553264271,0.4356301699171341,1.7190773487091064,1.7190773487091064,0.2959290868069703,0.030726198271491097,1.8757926742894677,4.710105939517703,0.5274325927492217
3044,defended_transformer,11,2.5736857544292104,0.28061828354284113,1.0503263473510742,1.0503263473510742,0.1417677360238109,0.006122966788701886,0.836175432888261,1.970495656179595,0.6340518318006734
3051,clean_transformer,11,4.397263613614169,0.4866075674594302,1.8939990997314453,1.8939990997314453,-0.35188248557859625,0.025317785821681642,1.7397627067943255,3.545113577255007,0.49979408517348944
3051,defended_transformer,11,4.3182055299932305,0.4009528094997019,1.2543730735778809,1.2543730735778809,0.04921923941888706,0.011290642185571964,1.1872390895862923,2.3008342520598837,0.5480489138310827
3311,clean_transformer,11,4.64990910616788,0.25020162331790186,0.8795080184936523,0.8795080184936523,-0.03917066508211275,0.018027185323370897,1.5390688449687588,2.63132122580541,0.6602407441261521
3311,defended_transformer,11,4.179917422207919,0.3063070222308844,1.0000967979431152,1.0000967979431152,-0.6763308405784612,0.009195563262362445,1.0660294076417907,2.0687320197039716,0.6134995226559021
3262,clean_transformer,11,2.762293728915128,0.3643385182610676,1.2969565391540527,1.2969565391540527,-0.5799442508734313,0.019964604546461893,1.5842690571848523,3.1646318345701707,0.57164133032111
3262,defended_transformer,11,2.445958289233121,0.3822343103349369,1.3360400199890137,1.3360400199890137,-0.23855797934271378,0.008264887765013336,0.9516507114769245,2.509438494457581,0.5598616336983513
3397,clean_transformer,11,3.9274932471188633,0.31537925883673157,1.2576990127563477,1.2576990127563477,0.16504852682730328,0.012647808877323238,1.29280675976968,2.1700311242001242,0.6065560237787792
