orig_prob,spacing_prob,order_prob,move_prob,bg_prob,rmA_prob,rmB_prob
0.5093206167221069,0.5256283283233643,0.5097202062606812,0.5240124464035034,0.5040227174758911,0.528503954410553,0.5110582709312439
0.5379886627197266,0.5410021543502808,0.5540779232978821,0.5466715693473816,0.4953748285770416,0.5279204845428467,0.5446315407752991
0.5243105292320251,0.508374810218811,0.5189126133918762,0.5127062797546387,0.500381350517273,0.531494677066803,0.5274147391319275
0.4611353874206543,0.46820828318595886,0.45130255818367004,0.46344733238220215,0.5232040286064148,0.4649548828601837,0.4646131992340088
0.49076059460639954,0.4891504943370819,0.49303048849105835,0.5122187733650208,0.5149253010749817,0.4899522662162781,0.4962572753429413
0.48536860942840576,0.48692163825035095,0.47148603200912476,0.4634242355823517,0.491874098777771,0.4733957052230835,0.4840259850025177
0.5338911414146423,0.5389355421066284,0.5492842793464661,0.53074711561203,0.4949609339237213,0.5417922735214233,0.5265643000602722
0.5069687962532043,0.5081093907356262,0.4986177980899811,0.49390068650245667,0.5215446352958679,0.5163894295692444,0.4987335205078125
0.45468267798423767,0.46139058470726013,0.455567866563797,0.4564395248889923,0.4600708484649658,0.46019816398620605,0.45795324444770813
0.5526533126831055,0.5505788326263428,0.5550841689109802,0.5744765996932983,0.48343613743782043,0.5664313435554504,0.5480072498321533
0.47787633538246155,0.47594669461250305,0.4772146940231323,0.5012755393981934,0.4915730655193329,0.47710809111595154,0.4797798991203308
0.5163249373435974,0.522207498550415,0.5148075222969055,0.5286929607391357,0.5402533411979675,0.5208966732025146,0.5328894257545471
0.5244753956794739,0.5454743504524231,0.5425387024879456,0.535414457321167,0.5459199547767639,0.5361441373825073,0.512204647064209
0.5159692764282227,0.5100221633911133,0.5054007172584534,0.49429306387901306,0.5683082342147827,0.4938616156578064,0.5112484097480774
0.4972990155220032,0.5083416700363159,0.49900397658348083,0.49425607919692993,0.5436044931411743,0.5135659575462341,0.5044633746147156
0.5147238969802856,0.50721275806427,0.5289677381515503,0.5184634923934937,0.5541040301322937,0.5252993106842041,0.5150537490844727
0.47911784052848816,0.47395312786102295,0.4836629629135132,0.493336021900177,0.4914027154445648,0.4847816824913025,0.4825313687324524
0.5238183736801147,0.4968988001346588,0.511290431022644,0.5288750529289246,0.4591955542564392,0.5253620147705078,0.5270377397537231
0.5472506284713745,0.531869113445282,0.552507758140564,0.5449747443199158,0.5026746988296509,0.5576809644699097,0.5386759638786316
0.5080676078796387,0.4884386658668518,0.4819318652153015,0.47797802090644836,0.5031687021255493,0.4868738055229187,0.504650354385376
0.5174424052238464,0.5133553743362427,0.5351385474205017,0.5210926532745361,0.46266165375709534,0.5129668116569519,0.5306467413902283
0.5106595158576965,0.5038004517555237,0.5040684342384338,0.507119357585907,0.5255186557769775,0.5188853144645691,0.5079405903816223
