MAE,RMSE,R2,Std,Range,Model
0.48620693549021676,0.6674459142917208,0.7846365841668568,1.4452043,8.919023,Transformer_Ordinary
0.4612739065451402,0.6424612726066267,0.8004582942918763,1.332383,8.402626,Transformer_ArchControl
0.44110796153375353,0.6118140694085413,0.8190416228476176,1.3748922,7.9294624,Transformer_MixedRobust
0.5007796085992441,0.6959312730823622,0.7658616903288716,1.3147501,6.310444,Transformer_Augmented
0.41118988394737244,0.5953691601753235,0.8286387920379639,1.3193183,5.869672,GraphMPNN_Small
