job_id,status,exit_code
surrogate_qc_000,FINISHED,0
surrogate_qc_001,FINISHED,0
surrogate_qc_002,FINISHED,0
surrogate_qc_003,FINISHED,0
surrogate_qc_004,FINISHED,0
surrogate_qc_005,FINISHED,0
surrogate_qc_006,FINISHED,0
surrogate_qc_007,FINISHED,0
surrogate_qc_008,FINISHED,0
