objective,strategy,query_budget,n_sources,directional_success_rate,mean_signed_change_eV,median_signed_change_eV,p10_signed_change_eV,p90_signed_change_eV,mean_queries_used,valid_candidate_rate
TARGET_DECREASE,evolutionary,50,30,1.0,-1.4808663686116537,-1.4376341104507446,-2.2976643085479735,-0.8725639343261715,20.1,0.7851231030040026
TARGET_DECREASE,greedy,50,30,1.0,-1.571496351559957,-1.5254329442977905,-2.341487455368042,-0.5857661962509155,47.53333333333333,0.9175323868881898
TARGET_DECREASE,metropolis,50,30,1.0,-1.464052947362264,-1.521453619003296,-2.1199573516845702,-0.6663841962814328,48.2,0.6835116509519427
TARGET_DECREASE,random,50,30,1.0,-0.9798858324686687,-0.7659145593643188,-1.632483959197998,-0.4244230031967163,30.566666666666666,0.513069310002482
TARGET_INCREASE,evolutionary,50,30,1.0,0.9203401724497478,0.7371456623077393,0.2569549083709717,1.686914777755738,28.3,0.7564710701217111
TARGET_INCREASE,greedy,50,30,1.0,0.92605140209198,0.7505062818527222,0.2945831775665283,1.6522006034851089,47.46666666666667,0.9314074503967061
TARGET_INCREASE,metropolis,50,30,1.0,0.8663839260737102,0.7848362922668457,0.23034672737121584,1.6280590057373059,47.03333333333333,0.7091775016297654
TARGET_INCREASE,random,50,30,1.0,0.6245605230331421,0.4379754066467285,0.2264808177947998,1.36391077041626,30.566666666666666,0.513069310002482
