query_budget,method,source_id,source_smiles,phase12b_drift_eV,phase12b_queries,v2_drift_eV,v2_queries,v2_operator_edits,v2_atom_edits,drift_ratio_v2_over_phase12b
50,greedy,3,*CC(=O)CC(*)=S,1.948141098022461,50,2.941655158996582,36,3,3,1.509980546061385
50,greedy,4,*CC(=O)C(=S)C(*)=O,2.542661190032959,50,2.5849132537841797,41,2,1,1.0166172606546424
50,greedy,5,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,0.18034982681274414,50,0.35648488998413086,50,1,1,1.9766300654908109
50,greedy,6,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,1.1710033416748047,50,1.1043145656585693,50,2,2,0.9430498841097626
50,greedy,7,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],0.8429698944091797,50,1.2194547653198242,50,2,1,1.4466172201493803
50,greedy,8,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,0.44339537620544434,50,0.5878808498382568,50,1,1,1.3258614802646613
50,greedy,9,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,1.9018151760101318,50,0.7708423137664795,50,2,2,0.40531925682896797
50,greedy,10,*CC(*)C(=O)NCCO,1.816401720046997,50,2.164104461669922,50,3,3,1.1914239222444298
50,greedy,11,*CC(*)C(=O)SC(C)CC,0.5951972007751465,50,1.4216899871826172,50,3,2,2.388603281956131
50,greedy,12,*OC(=O)CCSCCC(*)=O,1.874945878982544,50,1.5485658645629883,50,2,1,0.825925634399288
50,greedy,13,*CC(*)C(=O)OCCCSCC,0.8837833404541016,50,1.4878764152526855,50,2,0,1.6835307333222547
50,greedy,14,*C=CC(C)C(*)C(=O)OCCCC,1.590024471282959,50,2.142228126525879,50,2,2,1.347292551288445
50,greedy,15,*NC(CCC(=O)OCCCC)C(*)=O,1.468386173248291,50,2.251816511154175,50,2,2,1.5335315410746602
50,greedy,16,*CC(*)(C#N)C(=O)OCC(C)OCC=C,1.791675090789795,50,2.205604076385498,50,2,2,1.2310290452345563
50,greedy,17,*C(=NCCCCCC)N(*)CCCCCC,0.9755754470825195,50,1.1031389236450195,50,1,1,1.1307571617797285
50,greedy,18,*CC#CC#CCOC(=O)CCCCC(=O)O*,1.5722782611846924,50,1.5248465538024902,50,2,2,0.9698324981314294
50,greedy,19,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,2.384948968887329,50,2.0419697761535645,50,2,2,0.8561901335382543
50,greedy,20,*CC(C)(C)CS(*)(=O)=O,2.6699600219726562,50,2.7009623050689697,40,3,3,1.011611515843375
50,greedy,21,*C(F)C(*)(F)OC(F)(F)F,2.5190463066101074,50,0.8755960464477539,50,3,3,0.3475902940530092
50,greedy,22,*CC(*)C(=O)OCCCCC,1.681020736694336,50,2.3404955863952637,50,2,2,1.392306195459409
50,greedy,23,*CC(*)(C)C(=O)OCCCOC,1.715449333190918,50,2.0097622871398926,50,2,2,1.171566101227555
50,greedy,24,*C=CCCCCCCCCCC*,1.2815971374511719,50,1.484591007232666,50,2,2,1.158391325830523
50,greedy,25,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,4.498788356781006,50,0.46337413787841797,50,3,3,0.10299976374304783
50,greedy,26,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,2.4223923683166504,50,2.350414276123047,50,2,2,0.9702863610639502
50,greedy,27,*CCCCCCCCCCCCC(=O)N*,1.7129440307617188,50,1.7643742561340332,50,2,2,1.0300244634084421
50,greedy,28,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,1.8023786544799805,50,2.4220948219299316,50,2,2,1.3438323938810464
50,greedy,29,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,1.1026926040649414,50,1.362931728363037,50,2,2,1.2360033279798521
50,metropolis,0,*C#CC(CCCCOC(=O)NCCC)=C(*)CCCCOC(=O)NCCC,0.9484210014343262,50,0.7105123996734619,50,3,2,0.749152959075065
50,metropolis,1,*CC(*)C=C,2.118569850921631,50,1.7213845252990723,34,3,2,0.8125219588819443
50,metropolis,2,*CC(=S)NO*,1.8225140571594238,50,3.055210590362549,50,3,2,1.6763714816687942
50,metropolis,3,*CC(=O)CC(*)=S,1.31144118309021,50,2.941655158996582,50,3,3,2.2430705981529595
50,metropolis,4,*CC(=O)C(=S)C(*)=O,2.0219058990478516,50,2.3292994499206543,50,2,1,1.1520315812014592
50,metropolis,5,*C#Cc1cc(C#Cc2cc(N)c(*)cc2[N+](=O)[O-])c(OCCOCCOC)cc1OCCOCCOC,0.22493672370910645,50,0.3581509590148926,50,3,3,1.592229819609456
50,metropolis,6,*C#Cc1ccc(C#Cc2sc(*)c([N+](=O)[O-])c2[N+](=O)[O-])cc1,0.23277020454406738,50,1.2378389835357666,50,3,2,5.3178583829504795
50,metropolis,7,*C#Cc1sc(C#Cc2ccc(*)nc2)c([N+](=O)[O-])c1[N+](=O)[O-],0.2563912868499756,50,1.2135086059570312,50,3,3,4.733033719149364
50,metropolis,8,*CCCCCCCCCCOC(=O)c1ccc(C=Cc2ccc(C(=O)O*)cc2)cc1,0.3352196216583252,50,0.6984238624572754,50,3,2,2.0834814471843432
50,metropolis,9,*C=Cc1csc(C=Cc2cccc(*)n2)c1CCCCCCCC,1.5127594470977783,50,0.8181560039520264,50,3,3,0.5408368167996932
50,metropolis,10,*CC(*)C(=O)NCCO,2.164104461669922,50,1.8967981338500977,50,2,2,0.8764817814692927
50,metropolis,11,*CC(*)C(=O)SC(C)CC,0.5837459564208984,50,0.9395928382873535,50,3,3,1.6095920287795171
50,metropolis,12,*OC(=O)CCSCCC(*)=O,1.4299812316894531,50,1.5485658645629883,50,3,1,1.0829274050914872
50,metropolis,13,*CC(*)C(=O)OCCCSCC,0.45255565643310547,50,1.5916171073913574,50,3,1,3.5169532957249037
50,metropolis,14,*C=CC(C)C(*)C(=O)OCCCC,2.507938861846924,50,1.5615415573120117,50,3,2,0.6226394036424174
50,metropolis,15,*NC(CCC(=O)OCCCC)C(*)=O,1.0475049018859863,50,1.827204704284668,50,3,3,1.7443400035597605
50,metropolis,16,*CC(*)(C#N)C(=O)OCC(C)OCC=C,1.2524566650390625,50,1.292201042175293,50,3,2,1.0317331355612138
50,metropolis,17,*C(=NCCCCCC)N(*)CCCCCC,0.704749584197998,50,1.006911039352417,50,3,3,1.4287501006450076
50,metropolis,18,*CC#CC#CCOC(=O)CCCCC(=O)O*,1.2794270515441895,50,1.7563252449035645,50,3,3,1.3727435595361128
50,metropolis,19,*CC(CO*)(CS(=O)(=O)CCC)CS(=O)(=O)CCC,1.4900226593017578,50,1.802182674407959,50,3,3,1.2095001798512803
50,metropolis,20,*CC(C)(C)CS(*)(=O)=O,0.9943971633911133,50,2.651970624923706,50,3,3,2.6669129021646665
50,metropolis,21,*C(F)C(*)(F)OC(F)(F)F,1.9828271865844727,50,1.3813257217407227,50,3,1,0.6966445341714984
50,metropolis,22,*CC(*)C(=O)OCCCCC,1.8592591285705566,50,1.7872681617736816,50,3,3,0.9612797561724366
50,metropolis,23,*CC(*)(C)C(=O)OCCCOC,1.715449333190918,50,1.6678009033203125,50,2,2,0.9722239363479338
50,metropolis,24,*C=CCCCCCCCCCC*,1.2992973327636719,50,1.439570426940918,50,3,3,1.107960734344677
50,metropolis,25,*C(F)(F)C(*)(F)OC(F)(F)C(F)(F)F,1.9825868606567383,50,0.43790483474731445,50,3,3,0.22087548517408062
50,metropolis,26,*CC(*)(F)C(=O)OCC(F)(F)C(F)(F)F,1.6665635108947754,50,1.6550111770629883,50,2,2,0.9930681706660044
50,metropolis,27,*CCCCCCCCCCCCC(=O)N*,1.718541145324707,50,1.6809611320495605,50,3,3,0.9781326077776008
50,metropolis,28,*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,1.1724920272827148,50,2.4220948219299316,50,3,2,2.0657665600875843
50,metropolis,29,*CCCCCNC(=O)C(OC)C(OC)C(=O)N*,0.4295029640197754,50,1.130828857421875,50,3,3,2.6328778894522573
