source_id,strategy,candidate,baseline_drift,robust_drift,transfer_ratio
poly_2356,random,[*]NOC(S1)=CC=C1S[*],1.8583619594573975,1.6137540340423584,0.8683744444023922
poly_2367,greedy,[*]CS([*])c1ccs(C)c(C)c1,2.3722054958343506,1.7162590026855469,0.7234866480578258
poly_2367,metropolis,[*]CI([*])c1ccc(Br)s(C)c1,3.246969699859619,0.6697945594787598,0.20628297193771716
poly_2367,random,[*]CC([*])s1ccc(Cl)c(Br)c1,3.3926191329956055,0.5304014682769775,0.15633982108939093
poly_2368,greedy,[*]Os1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=O)OC(C)CC)cc1,1.8111951351165771,0.9241933822631836,0.5102671514208204
poly_2368,metropolis,[*]Ns1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCC([*])=O)cc2)C(=S)OC(C)CC)cc1,2.6706864833831787,1.3904438018798828,0.5206316093375711
poly_2368,random,[*]Os1ccc(CC(NC(=O)CCc2ccc(OI(=O)CCC([*])=S)cc2)C(=O)OC(C)CC)cc1,1.9307284355163574,0.7969934940338135,0.41279419693255004
poly_2369,greedy,[*]Os1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,1.623910665512085,0.8218905925750732,0.5061181073750124
poly_2369,metropolis,[*]Oc1ccs(CC(NC(=O)CSs2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,1.7899675369262695,1.7436432838439941,0.9741200596510128
poly_2369,random,[*]Os1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC)cc1,1.623910665512085,0.8218905925750732,0.5061181073750124
poly_2437,greedy,[*]Os1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=O)cc2)C(=O)OC(C)C)cc1,1.8300132751464844,0.8786659240722656,0.48014183066619137
poly_2437,metropolis,[*]Sc1cnc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCC([*])=S)cc2)C(=O)OC(C)C)cc1,0.7752683162689209,0.5350303649902344,0.6901228307189661
poly_2437,random,[*]Os1ccc(CC(NC(=O)CCc2ccc(OS(=O)CCCCCCC([*])=O)cc2)C(=O)OC(C)C)cc1,2.0695037841796875,0.9278271198272705,0.4483331351795734
poly_244,greedy,[*]NC(-O)C(=N)C(=O)[*],2.2407827377319336,1.234565258026123,0.55095268150616
poly_244,metropolis,[*]OC(/O)C(=C)C(=O)[*],2.6867575645446777,1.8568391799926758,0.6911078262125793
poly_244,random,[*]NC(/O)C(/N)C(=O)[*],2.4042587280273438,2.219271183013916,0.9230583868296042
poly_2459,greedy,[*]CI(CC)(CC)CI[*],1.0578055381774902,1.6974987983703613,1.604736160953561
poly_2459,metropolis,[*]CC(CF)(CC)OO[*],2.387409210205078,1.5739660263061523,0.6592778563382307
poly_2459,random,[*]CC(CCl)(CP)CI[*],1.301924228668213,1.56939697265625,1.2054441710956136
poly_2461,greedy,[*]c1ccc(C)s(N2CC(=O)N([*])CC2=O)c1,2.4917051792144775,1.2786288261413574,0.5131541391042305
poly_2461,metropolis,[*]c1ccc(C)s(S2CC(=C)N([*])CC2=O)c1,3.3477296829223633,1.2412104606628418,0.3707618530237307
poly_2461,random,[*]c1ccc(C)s(N2CC(=O)S([*])IC2=O)c1,2.9063587188720703,1.0046195983886719,0.3456626299655656
poly_2493,greedy,[*]Oc1c(Cl)cs(NC(=O)NCCCCCCNC([*])=O)cc1Cl,2.248425006866455,1.5304200649261475,0.6806631576558722
poly_2493,metropolis,[*]Nc1c(Cl)cs(NC(=O)NCCCCCINC([*])=O)cc1Cl,2.9746410846710205,1.8606071472167969,0.6254896285823909
poly_2493,random,[*]Os1c(Cl)cs(PC(=O)NCCCCCCNC([*])=O)cc1Cl,2.7844698429107666,1.5339937210083008,0.55091051710035
poly_2531,greedy,[*]NC(CCC(=O)OCs1ccc(Cl)cc1)C([*])=O,1.4040453433990479,1.7408580780029297,1.2398873627460587
poly_2531,metropolis,[*]NC(SCC(=O)OCs1ccc(Cl)cc1)C([*])=C,2.232178211212158,1.5768766403198242,0.7064295459919931
poly_2531,random,[*]NI(CCC(=O)OCc1ccs(F)cc1)C([*])=O,1.8654727935791016,0.9666392803192139,0.5181738825923142
poly_259,greedy,[*]C1=CSC(=C2SC=C(c3ccs([*])cc3)S2)S1,1.240156888961792,0.5689911842346191,0.4588058086029381
poly_259,metropolis,[*]C1-CSC(=C2SC\C(c3ccc([*])cc3)S2)O1,1.5120644569396973,1.2551264762878418,0.8300747170713355
poly_259,random,[*]C1-CSC(-C2SC=C(c3ccc([*])cc3)S2)O1,1.5159330368041992,1.0161519050598145,0.6703145062409921
poly_2730,greedy,[*]SC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12,1.0613441467285156,0.4420814514160156,0.416529787042861
poly_2730,metropolis,[*]SC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)SC1CSC2C([*])COC12,1.4156641960144043,0.11951661109924316,0.08442440759307519
poly_2730,random,[*]IC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cs1ccccc1)C(=O)OC1COC2C([*])COC12,1.5441999435424805,1.5419528484344482,0.9985448159628362
poly_2734,greedy,[*]Cs1ccc(COC(=O)C2CCC(C(=O)O[*])CC2)cc1,2.461491584777832,1.607499599456787,0.653059148931389
poly_2734,metropolis,[*]Cs1ccc(COC(=O)C2CCC(C(=O)S[*])CC2)nc1,3.066581964492798,0.9781370162963867,0.3189665326484
poly_2734,random,[*]Ps1ccc(SOC(=O)C2CCC(C(=O)O[*])CC2)cc1,2.868199586868286,0.7228708267211914,0.2520294717392647
poly_2736,greedy,[*]CCCCC(=O)ICCCCCCNC(=O)CCCCS[*],0.5982532501220703,0.0007734298706054688,0.0012928134873444559
poly_2736,metropolis,[*]CCCIC(=O)CCCCCCINC(=O)CCCCS[*],0.9123115539550781,0.05999183654785156,0.06575805851386328
poly_2736,random,[*]CCCCC(=O)ISCCCSCNC(=O)CCCCS[*],0.9760861396789551,0.16452503204345703,0.1685558531725192
poly_2772,greedy,[*]C=CC1CC([*])S(C(=O)OC)C1,1.166825771331787,0.575080394744873,0.49285883880374876
poly_2772,metropolis,[*]S=CS1SC([*])C(C(=O)OC)C1,2.729457378387451,1.0737552642822266,0.3933951388230123
poly_2772,random,[*]C=NC1CC([*])S(C(=O)SC)C1,2.0959272384643555,1.2748503684997559,0.6082512527647732
poly_2836,greedy,[*]SCCNC(=O)CCCCC(=O)NCCCO[*],1.032792568206787,0.6151208877563477,0.5955899632627752
poly_2836,metropolis,[*]SSCNC(=O)CCCCC(=S)NCCCO[*],1.6970329284667969,1.4600419998168945,0.860349834894474
poly_2836,random,[*]SPCNC(=O)CCCIC(=O)NCCCO[*],1.1271381378173828,0.6494183540344238,0.5761657176217753
poly_2932,greedy,[*]S=CC1CC([*])C2CC=CC12,2.1590747833251953,1.6060242652893066,0.7438483732443327
poly_2932,metropolis,[*]N=NS1CC([*])C2CC=CC12,3.4359195232391357,1.362757682800293,0.3966209550553105
poly_2932,random,[*]S=CI1CC([*])C2CC=CC12,2.516674041748047,1.8255414962768555,0.7253786012783998
poly_2967,greedy,[*]SC([*])C(=O)N1CCOCC1,0.8863186836242676,0.8366422653198242,0.9439519675910358
poly_2967,metropolis,[*]CC([*])C(=O)S1CSSCC1,2.0582752227783203,1.3250398635864258,0.643762237878882
poly_2967,random,[*]CC([*])C(=O)S1CSOSC1,1.397956371307373,1.1217241287231445,0.8024028158147058
poly_3019,greedy,[*]CCCCCCNC(=S)NCCCCNC(=O)N[*],0.8695745468139648,0.7713489532470703,0.8870417793083026
poly_3019,metropolis,[*]CCCNCCNI(=S)NCCCCNC(=O)N[*],1.3711237907409668,1.058267593383789,0.7718249807421782
poly_3019,random,[*]SICSCCNC(=O)NCCCCNC(=O)N[*],1.2958950996398926,0.9730114936828613,0.7508412478396167
poly_3030,greedy,[*]SC(s1ccccc1)C(C)(C)C([*])=O,0.9847817420959473,1.9061336517333984,1.9355899589248111
poly_3030,metropolis,[*]NS(c1cccnc1)C(Cl)(C)C([*])=O,1.6221060752868652,1.0481085777282715,0.6461405907396754
poly_3030,random,[*]NS(c1ccccc1)C(I)(C)C([*])=S,1.3368010520935059,1.993004322052002,1.490875788084431
poly_3063,greedy,[*]IP([*])OF,1.862351894378662,1.792982578277588,0.962751767638297
poly_3063,metropolis,[*]NN([*])OBr,2.787722587585449,0.7308950424194336,0.262183563628004
poly_3063,random,[*]CN([*])NBr,2.4944543838500977,1.25046968460083,0.501299880525687
poly_3072,greedy,[*]NCCOC(=O)C(=S)O[*],1.6184368133544922,0.9646162986755371,0.5960172746418205
poly_3072,metropolis,[*]CCCSS(=N)C(=O)O[*],2.4838783740997314,1.6684250831604004,0.6717016020420534
poly_3072,random,[*]SCCIS(=O)C(=O)O[*],1.8221893310546875,1.3920683860778809,0.7639537573585443
poly_3129,greedy,[*]SS([*])(Cl)C(=O)OC,1.7621898651123047,1.0021748542785645,0.5687099183348757
