source_id,op,clean_pos,adv_pos,clean_delta,adv_delta
3607,matched,26.0,26.0,0.678229808807373,0.1424148082733154
3607,matched,27.0,27.0,0.743708610534668,0.2501370906829834
3607,matched,28.0,28.0,0.3774776458740234,0.1301221847534179
3607,matched,29.0,29.0,0.4299163818359375,0.0823607444763183
3607,matched,30.0,30.0,0.522374153137207,0.0750057697296142
3607,matched,31.0,31.0,0.522374153137207,0.0750057697296142
3607,matched,32.0,32.0,0.4607768058776855,0.1828453540802002
3607,matched,33.0,33.0,0.1509814262390136,0.3005919456481933
3607,matched,34.0,34.0,0.0490579605102539,0.1326291561126709
3607,matched,35.0,35.0,0.0490579605102539,0.1326291561126709
3607,matched,36.0,36.0,0.0521025657653808,0.1127870082855224
3607,matched,37.0,37.0,0.0311388969421386,0.2304418087005615
3607,matched,38.0,38.0,0.0770554542541503,0.0684344768524169
3607,matched,39.0,39.0,0.0770554542541503,0.0684344768524169
3607,matched,40.0,40.0,0.0087623596191406,0.0456304550170898
3609,matched,0.0,0.0,0.4158620834350586,0.5652117729187012
3609,deleted,1.0,,0.3945493698120117,
3609,deleted,2.0,,0.3945493698120117,
3609,matched,3.0,1.0,0.3945493698120117,0.5476260185241699
3609,matched,4.0,2.0,0.3945493698120117,0.5476260185241699
3609,matched,5.0,3.0,0.3945493698120117,0.5476260185241699
3609,matched,6.0,4.0,0.3945493698120117,0.5476260185241699
3609,matched,7.0,5.0,0.2931528091430664,0.8093838691711426
3609,matched,8.0,6.0,0.2241363525390625,1.0353074073791504
3609,matched,9.0,7.0,0.2153530120849609,0.9954941272735596
3609,matched,10.0,8.0,0.1117477416992187,1.1362051963806152
3609,matched,11.0,9.0,0.1117477416992187,1.1362051963806152
3609,matched,12.0,10.0,0.1117477416992187,1.1362051963806152
3609,matched,13.0,11.0,0.0965900421142578,0.5548956394195557
3609,matched,14.0,12.0,0.0246634483337402,0.614417552947998
3609,matched,15.0,13.0,0.1649723052978515,0.3800854682922363
3609,matched,16.0,14.0,0.0591182708740234,0.5677428245544434
3609,matched,17.0,15.0,0.2382364273071289,0.3272824287414551
3609,matched,18.0,16.0,0.3743553161621094,0.6449799537658691
3609,matched,19.0,17.0,0.3687825202941894,0.7002599239349365
3609,matched,20.0,18.0,0.433112621307373,0.7109518051147461
3609,matched,21.0,19.0,0.3230700492858886,0.6584799289703369
3609,matched,22.0,20.0,0.6593437194824219,0.8873038291931152
3609,matched,23.0,21.0,0.3054237365722656,0.5327203273773193
3609,matched,24.0,22.0,0.3583626747131347,0.6837687492370605
3609,matched,25.0,23.0,0.3381609916687011,0.7108912467956543
3609,matched,26.0,24.0,0.5016307830810547,0.4883298873901367
3609,matched,27.0,25.0,0.3047499656677246,0.4631657600402832
3609,matched,28.0,26.0,0.3047499656677246,0.4631657600402832
3609,substituted,29.0,27.0,0.3047499656677246,1.920198917388916
3609,matched,30.0,28.0,0.0853734016418457,0.2487051486968994
3609,matched,31.0,29.0,0.0030684471130371,0.0159649848937988
3609,matched,32.0,30.0,0.0665154457092285,0.00907564163208
3609,matched,33.0,31.0,0.0778441429138183,0.0938467979431152
3609,matched,34.0,32.0,0.1942615509033203,0.1434364318847656
3609,matched,35.0,33.0,0.1942615509033203,0.1434364318847656
3609,matched,36.0,34.0,0.1520509719848632,0.2113161087036132
3609,matched,37.0,35.0,0.0992984771728515,0.0693471431732177
3609,matched,38.0,36.0,0.2211003303527832,0.1089410781860351
3609,matched,39.0,37.0,0.2211003303527832,0.1089410781860351
3609,matched,40.0,38.0,0.1167583465576171,0.1203408241271972
3621,matched,0.0,0.0,0.1731071472167968,0.2417960166931152
3621,matched,1.0,1.0,0.1097230911254882,0.0711297988891601
3621,matched,2.0,2.0,0.1097230911254882,0.0711297988891601
3621,inserted,,3.0,,0.0138702392578125
3621,inserted,,4.0,,0.0134849548339843
3621,inserted,,5.0,,0.7495782375335693
3621,matched,3.0,6.0,0.1097230911254882,0.7861692905426025
3621,matched,4.0,7.0,0.1097230911254882,0.7861692905426025
3621,inserted,,8.0,,1.1562294960021973
3621,matched,5.0,9.0,0.1097230911254882,0.6932969093322754
3621,substituted,6.0,10.0,0.1097230911254882,0.6910262107849121
3621,matched,7.0,11.0,0.1097230911254882,0.6974077224731445
3621,matched,8.0,12.0,0.1097230911254882,0.6974077224731445
3621,matched,9.0,13.0,0.1097230911254882,0.6974077224731445
3621,substituted,10.0,14.0,0.1097230911254882,0.7711968421936035
3621,matched,11.0,15.0,0.1097230911254882,0.865483283996582
3621,matched,12.0,16.0,0.1097230911254882,0.865483283996582
3621,matched,13.0,17.0,0.0018572807312011,0.6733756065368652
3621,matched,14.0,18.0,0.0129384994506835,0.7202625274658203
3621,matched,15.0,19.0,0.0477542877197265,0.8041520118713379
3621,matched,16.0,20.0,0.2921476364135742,0.9598078727722168
3621,matched,17.0,21.0,0.0970821380615234,0.3062734603881836
3621,matched,18.0,22.0,0.2126383781433105,0.6775989532470703
3621,matched,19.0,23.0,0.3129959106445312,0.7736406326293945
3621,matched,20.0,24.0,0.1054062843322753,0.5892226696014404
3621,matched,21.0,25.0,0.0273313522338867,0.4853067398071289
3621,matched,22.0,26.0,0.0273313522338867,0.4853067398071289
3621,matched,23.0,27.0,0.0273313522338867,0.4853067398071289
3621,matched,24.0,28.0,0.0273313522338867,0.4853067398071289
3621,matched,25.0,29.0,0.2478456497192382,0.0584876537322998
3621,matched,26.0,30.0,0.2219085693359375,0.0858392715454101
3621,matched,27.0,31.0,0.2731447219848633,0.1610002517700195
3621,matched,28.0,32.0,0.0627808570861816,0.0190043449401855
3621,matched,29.0,33.0,0.1175761222839355,0.0305163860321044
3621,matched,30.0,34.0,0.0305233001708984,0.0303478240966796
3621,inserted,,35.0,,0.2388088703155517
3621,matched,31.0,36.0,0.0437994003295898,0.1540513038635254
3621,matched,32.0,37.0,0.1587810516357422,0.1003317832946777
3621,matched,33.0,38.0,0.1510958671569824,0.464461088180542
3621,matched,34.0,39.0,0.0667529106140136,0.4904260635375976
3621,matched,35.0,40.0,0.0068778991699218,0.1012930870056152
3623,matched,0.0,0.0,1.580913782119751,1.39046049118042
3623,matched,1.0,1.0,1.5889625549316406,1.4376864433288574
3623,matched,2.0,2.0,1.227640151977539,0.8145613670349121
3623,matched,3.0,3.0,1.290168523788452,0.8335795402526855
3623,matched,4.0,4.0,1.1862540245056152,0.6757755279541016
3623,matched,5.0,5.0,1.1862540245056152,0.6757755279541016
3623,matched,6.0,6.0,1.1862540245056152,0.6757755279541016
3623,matched,7.0,7.0,1.1614627838134766,0.7203874588012695
3623,matched,8.0,8.0,1.229001760482788,0.7310652732849121
3623,matched,9.0,9.0,1.2767066955566406,0.7500553131103516
3623,matched,10.0,10.0,0.8068461418151855,0.050004243850708
3623,matched,11.0,11.0,0.9483866691589355,0.5118179321289062
3623,matched,12.0,12.0,0.922128200531006,0.3785693645477295
3623,matched,13.0,13.0,1.0081706047058103,0.3117232322692871
3623,matched,14.0,14.0,0.9668521881103516,0.2927443981170654
3623,matched,15.0,15.0,0.9668521881103516,0.2927443981170654
3623,matched,16.0,16.0,0.9668521881103516,0.2927443981170654
3623,matched,17.0,17.0,0.9668521881103516,0.2927443981170654
3623,matched,18.0,18.0,0.9668521881103516,0.2927443981170654
3623,matched,19.0,19.0,0.9668521881103516,0.2927443981170654
3623,matched,20.0,20.0,0.986131191253662,0.2997946739196777
3623,matched,21.0,21.0,0.7969279289245605,0.1119148731231689
3623,matched,22.0,22.0,0.8185925483703613,0.3150849342346191
3623,matched,23.0,23.0,0.3924498558044433,0.2023639678955078
3623,matched,24.0,24.0,0.5417351722717285,0.0499749183654785
3623,matched,25.0,25.0,0.5001101493835449,0.015791893005371
3623,matched,26.0,26.0,0.4554414749145508,0.036417007446289
3623,matched,27.0,27.0,0.4294853210449219,0.0141701698303222
3623,matched,28.0,28.0,0.293398380279541,0.0863456726074218
3623,matched,29.0,29.0,0.293398380279541,0.0863456726074218
3623,substituted,30.0,30.0,0.293398380279541,0.7392206192016602
3623,matched,31.0,31.0,0.3859567642211914,0.4840514659881592
3623,matched,32.0,32.0,0.435978889465332,0.5236778259277344
3623,matched,33.0,33.0,0.3684034347534179,0.3407433032989502
3623,matched,34.0,34.0,0.17926025390625,0.1432075500488281
3623,matched,35.0,35.0,0.17926025390625,0.1432075500488281
3623,matched,36.0,36.0,0.045565128326416,0.1594002246856689
3623,matched,37.0,37.0,0.0506649017333984,0.148576021194458
3623,matched,38.0,38.0,0.0184550285339355,0.0964300632476806
3623,matched,39.0,39.0,0.0184550285339355,0.0964300632476806
3623,matched,40.0,40.0,0.0041713714599609,0.1480114459991455
3634,matched,0.0,0.0,0.2931971549987793,0.3683564662933349
3634,deleted,1.0,,0.2604756355285644,
3634,deleted,2.0,,0.2604756355285644,
3634,matched,3.0,1.0,0.2604756355285644,0.3714320659637451
3634,matched,4.0,2.0,0.2604756355285644,0.3714320659637451
3634,matched,5.0,3.0,0.2604756355285644,0.3714320659637451
3634,matched,6.0,4.0,0.2604756355285644,0.3714320659637451
3634,matched,7.0,5.0,0.2604756355285644,0.3714320659637451
3634,matched,8.0,6.0,0.2604756355285644,0.3714320659637451
3634,matched,9.0,7.0,0.2604756355285644,0.3714320659637451
3634,matched,10.0,8.0,0.3877091407775879,0.4715428352355957
3634,substituted,11.0,9.0,0.3113799095153808,0.1471490859985351
3634,matched,12.0,10.0,0.2750310897827148,0.0639510154724121
