source_id,type,token,position,delta
3623,clean,c,35,0.17926025390625
3623,clean,2,36,0.045565128326416016
3623,clean,),37,0.05066490173339844
3623,clean,c,38,0.018455028533935547
3623,clean,c,39,0.018455028533935547
3623,clean,1,40,0.0041713714599609375
3623,mcmc_adv,[*],0,1.39046049118042
3623,mcmc_adv,O,1,1.4376864433288574
3623,mcmc_adv,c,2,0.8145613670349121
3623,mcmc_adv,1,3,0.8335795402526855
3623,mcmc_adv,c,4,0.6757755279541016
3623,mcmc_adv,c,5,0.6757755279541016
3623,mcmc_adv,c,6,0.6757755279541016
3623,mcmc_adv,(,7,0.7203874588012695
3623,mcmc_adv,C,8,0.7310652732849121
3623,mcmc_adv,(,9,0.7500553131103516
3623,mcmc_adv,=,10,0.05000424385070801
3623,mcmc_adv,O,11,0.5118179321289062
3623,mcmc_adv,),12,0.3785693645477295
3623,mcmc_adv,O,13,0.3117232322692871
3623,mcmc_adv,C,14,0.29274439811706543
3623,mcmc_adv,C,15,0.29274439811706543
3623,mcmc_adv,C,16,0.29274439811706543
3623,mcmc_adv,C,17,0.29274439811706543
3623,mcmc_adv,C,18,0.29274439811706543
3623,mcmc_adv,C,19,0.29274439811706543
3623,mcmc_adv,O,20,0.29979467391967773
3623,mcmc_adv,C,21,0.11191487312316895
3623,mcmc_adv,(,22,0.31508493423461914
3623,mcmc_adv,=,23,0.2023639678955078
3623,mcmc_adv,O,24,0.049974918365478516
3623,mcmc_adv,),25,0.015791893005371094
3623,mcmc_adv,c,26,0.03641700744628906
3623,mcmc_adv,2,27,0.014170169830322266
3623,mcmc_adv,c,28,0.08634567260742188
3623,mcmc_adv,c,29,0.08634567260742188
3623,mcmc_adv,s,30,0.7392206192016602
3623,mcmc_adv,(,31,0.4840514659881592
3623,mcmc_adv,[*],32,0.5236778259277344
3623,mcmc_adv,),33,0.3407433032989502
3623,mcmc_adv,c,34,0.14320755004882812
3623,mcmc_adv,c,35,0.14320755004882812
3623,mcmc_adv,2,36,0.15940022468566895
3623,mcmc_adv,),37,0.148576021194458
3623,mcmc_adv,c,38,0.09643006324768066
3623,mcmc_adv,c,39,0.09643006324768066
3623,mcmc_adv,1,40,0.1480114459991455
3634,clean,[*],0,0.2931971549987793
3634,clean,C,1,0.26047563552856445
3634,clean,C,2,0.26047563552856445
3634,clean,C,3,0.26047563552856445
3634,clean,C,4,0.26047563552856445
3634,clean,C,5,0.26047563552856445
3634,clean,C,6,0.26047563552856445
3634,clean,C,7,0.26047563552856445
3634,clean,C,8,0.26047563552856445
3634,clean,C,9,0.26047563552856445
3634,clean,O,10,0.3877091407775879
3634,clean,C,11,0.31137990951538086
3634,clean,(,12,0.27503108978271484
3634,clean,=,13,0.24799203872680664
3634,clean,O,14,0.41576719284057617
3634,clean,),15,0.2093510627746582
3634,clean,c,16,0.06625699996948242
